Locutor,texto_procesado,Sarcasmo,matches,corrections,corrected,tokens,lemma,pos,sents,ner,token_count,unique_token_count,nostop_count,sent_count,ner_count,comma,question,exclamation,quotation,organization,caps,person,location,money,time,date,percent,noun,adj,pron,verb,cconj,adv,det,propn,num,part,intj,processed_text,Variable,Variable,Variable
guardia,"Por su puesto, coronel Cal.. Espere, Lando Calrissiano",0,"[Match({'ruleId': 'DOUBLE_PUNCTUATION', 'message': 'Dos puntos consecutivos', 'replacements': ['.', '…'], 'offsetInContext': 26, 'context': 'Por su puesto, coronel Cal.. Espere, Lando Calrissiano', 'offset': 26, 'errorLength': 2, 'category': 'PUNCTUATION', 'ruleIssueType': 'typographical', 'sentence': 'Por su puesto, coronel Cal..'}), Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Landó', 'Lado', 'Dando', 'Mando', 'Lanzó', 'Bando', 'Mandó', 'Blando', 'Lanzo', 'Laudo', 'Lindo', 'Lanudo', 'Ando', 'Landa', 'Cando', 'Lardo', 'Lanado', 'Liando', 'Landós', 'Lanío', 'Laño', 'Lindó', 'Loando', 'Lanco', 'Nando', 'Rando', 'Sando', 'Vando', 'Candó', 'Laido', 'Land', 'Lands', 'Lardó', 'Laudó', 'Lañado', 'Lañó', 'Pando', 'Land o'], 'offsetInContext': 37, 'context': 'Por su puesto, coronel Cal.. Espere, Lando Calrissiano', 'offset': 37, 'errorLength': 5, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Espere, Lando Calrissiano'}), Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Cristiano', 'Cartesiano', 'Crispiano', 'Acristiano', 'Acristianó', 'Clariniano', 'Cristianó'], 'offsetInContext': 43, 'context': '... su puesto, coronel Cal.. Espere, Lando Calrissiano', 'offset': 43, 'errorLength': 11, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Espere, Lando Calrissiano'})]",3,"Por su puesto, coronel Cal. Espere, Landó Cristiano","['Por', 'su', 'puesto', ',', 'coronel', 'Cal', '.', 'Espere', ',', 'Landó', 'Cristiano']","['por', 'su', 'puesto', ',', 'coronel', 'Cal', '.', 'esperir', ',', 'Landó', 'Cristiano']","['ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'PROPN', 'PUNCT', 'VERB', 'PUNCT', 'PROPN', 'PROPN']","['Por su puesto, coronel Cal.', 'Espere, Landó Cristiano']","['Cal', 'Espere', 'Landó Cristiano']",11,10,10,2,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,3,0,0,0,,,,
animador,"El entrenador Martín se acerca para decírselo, pero parece que Jackson cree que está en su auto regresando a casa. Mientras esperamos nos alegra poder recibir el comisionato de NFL, Roger Goodell. Comisionato, mucho aburato para conmociones este año en la NFL. ¿Cómo maneja la liga todo esto?",0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['comisionado', 'comisionalo', 'comisionate', 'comisiónalo', 'comisiónate'], 'offsetInContext': 43, 'context': '...s esperamos nos alegra poder recibir el comisionato de NFL, Roger Goodell. Comisionato, muc...', 'offset': 162, 'errorLength': 11, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Mientras esperamos nos alegra poder recibir el comisionato de NFL, Roger Goodell.'}), Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Cooley', 'Godall', 'Godella', ""O'Dell"", 'O’Dell'], 'offsetInContext': 43, 'context': '...er recibir el comisionato de NFL, Roger Goodell. Comisionato, mucho aburato para conmoc...', 'offset': 188, 'errorLength': 7, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Mientras esperamos nos alegra poder recibir el comisionato de NFL, Roger Goodell.'}), Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Comisionado', 'Comisionalo', 'Comisionate', 'Comisiónalo', 'Comisiónate'], 'offsetInContext': 43, 'context': '...r el comisionato de NFL, Roger Goodell. Comisionato, mucho aburato para conmociones este añ...', 'offset': 197, 'errorLength': 11, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Comisionato, mucho aburato para conmociones este año en la NFL.'}), Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['abarató', 'abarato', 'burato', 'aburado', 'aburalo', 'aburate', 'abúralo', 'abúrate', 'a burato', 'abu rato', 'abur ato'], 'offsetInContext': 43, 'context': '... NFL, Roger Goodell. Comisionato, mucho aburato para conmociones este año en la NFL. ¿C...', 'offset': 216, 'errorLength': 7, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Comisionato, mucho aburato para conmociones este año en la NFL.'})]",4,"El entrenador Martín se acerca para decírselo, pero parece que Jackson cree que está en su auto regresando a casa. Mientras esperamos nos alegra poder recibir el comisionado de NFL, Roger Cooley. Comisionado, mucho abarató para conmociones este año en la NFL. ¿Cómo maneja la liga todo esto?","['El', 'entrenador', 'Martín', 'se', 'acerca', 'para', 'decírselo', ',', 'pero', 'parece', 'que', 'Jackson', 'cree', 'que', 'está', 'en', 'su', 'auto', 'regresando', 'a', 'casa', '.', 'Mientras', 'esperamos', 'nos', 'alegra', 'poder', 'recibir', 'el', 'comisionado', 'de', 'NFL', ',', 'Roger', 'Cooley', '.', 'Comisionado', ',', 'mucho', 'abarató', 'para', 'conmociones', 'este', 'año', 'en', 'la', 'NFL', '.', '¿', 'Cómo', 'maneja', 'la', 'liga', 'todo', 'esto', '?']","['el', 'entrenador', 'Martín', 'él', 'acercar', 'para', 'decírselo', ',', 'pero', 'parecer', 'que', 'Jackson', 'creer', 'que', 'estar', 'en', 'su', 'auto', 'regresar', 'a', 'casa', '.', 'mientras', 'esperar', 'yo', 'alegrar', 'poder', 'recibir', 'el', 'comisionado', 'de', 'NFL', ',', 'Roger', 'Cooley', '.', 'Comisionado', ',', 'mucho', 'abaratar', 'para', 'conmoción', 'este', 'año', 'en', 'el', 'NFL', '.', '¿', 'cómo', 'manejar', 'el', 'liga', 'todo', 'este', '?']","['DET', 'NOUN', 'PROPN', 'PRON', 'VERB', 'ADP', 'VERB', 'PUNCT', 'CCONJ', 'VERB', 'SCONJ', 'PROPN', 'VERB', 'SCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'SCONJ', 'VERB', 'PRON', 'VERB', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'ADV', 'VERB', 'ADP', 'NOUN', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'DET', 'PRON', 'PUNCT']","['El entrenador Martín se acerca para decírselo, pero parece que Jackson cree que está en su auto regresando a casa.', 'Mientras esperamos nos alegra poder recibir el comisionado de NFL, Roger Cooley.', 'Comisionado, mucho abarató para conmociones este año en la NFL.', '¿Cómo maneja la liga todo esto?']","['Martín', 'Jackson', 'NFL', 'Roger Cooley', 'Comisionado', 'NFL']",56,47,34,4,6,3,1,0,0,0,0,0,0,0,0,0,0,7,0,4,11,1,1,7,7,0,0,0,entrenador parecer creer estar mientras esperar poder mucho ¿como este?,,,
randy,"Sí, el otro equipo tenía una delantera tan ofensiva que me asustó mucho",1,[],0,"Sí, el otro equipo tenía una delantera tan ofensiva que me asustó mucho","['Sí', ',', 'el', 'otro', 'equipo', 'tenía', 'una', 'delantera', 'tan', 'ofensiva', 'que', 'me', 'asustó', 'mucho']","['sí', ',', 'el', 'otro', 'equipo', 'tener', 'uno', 'delantera', 'tanto', 'ofensivo', 'que', 'yo', 'asustar', 'mucho']","['ADV', 'PUNCT', 'DET', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADV', 'ADJ', 'PRON', 'PRON', 'VERB', 'ADV']","['Sí, el otro equipo tenía una delantera tan ofensiva que me asustó mucho']",[],14,14,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,3,3,0,0,0,0,tener tanto mucho,,,
criminal,Buena suerte con las cartas sangrientas,0,[],0,Buena suerte con las cartas sangrientas,"['Buena', 'suerte', 'con', 'las', 'cartas', 'sangrientas']","['buen', 'suerte', 'con', 'el', 'carta', 'sangriento']","['ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ']",['Buena suerte con las cartas sangrientas'],[],6,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,,,,
archer,"No, no podemos. Quiero saber por qué deseas que no sea madre",0,[],0,"No, no podemos. Quiero saber por qué deseas que no sea madre","['No', ',', 'no', 'podemos', '.', 'Quiero', 'saber', 'por', 'qué', 'deseas', 'que', 'no', 'sea', 'madre']","['no', ',', 'no', 'poder', '.', 'querer', 'saber', 'por', 'qué', 'desear', 'que', 'no', 'ser', 'madre']","['ADV', 'PUNCT', 'ADV', 'AUX', 'PUNCT', 'VERB', 'VERB', 'ADP', 'PRON', 'VERB', 'SCONJ', 'ADV', 'AUX', 'NOUN']","['No, no podemos.', 'Quiero saber por qué deseas que no sea madre']",['Quiero saber por qué deseas que no sea madre'],14,13,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,0,0,0,0,0,querer saber,,,
butters,"Claro, Eric",0,[],0,"Claro, Eric","['Claro', ',', 'Eric']","['claro', ',', 'Eric']","['ADV', 'PUNCT', 'PROPN']","['Claro, Eric']",['Eric'],3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"claro,",,,
lana,"No se compra, hombre, se",0,"[Match({'ruleId': 'SE', 'message': 'Si es del v. ‘saber’ o ‘ser’ se escribe con tilde.', 'replacements': ['sé'], 'offsetInContext': 22, 'context': 'No se compra, hombre, se', 'offset': 22, 'errorLength': 2, 'category': 'DIACRITICS', 'ruleIssueType': 'misspelling', 'sentence': 'No se compra, hombre, se'})]",1,"No se compra, hombre, sé","['No', 'se', 'compra', ',', 'hombre', ',', 'sé']","['no', 'él', 'comprar', ',', 'hombre', ',', 'saber']","['ADV', 'PRON', 'VERB', 'PUNCT', 'NOUN', 'PUNCT', 'VERB']","['No se compra, hombre, sé']",[],7,6,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,saber,,,
archer,Esta vez han podido con el pobre Lando. Estoy acabado,0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Landó', 'Lado', 'Dando', 'Mando', 'Lanzó', 'Bando', 'Mandó', 'Blando', 'Lanzo', 'Laudo', 'Lindo', 'Lanudo', 'Ando', 'Landa', 'Cando', 'Lardo', 'Lanado', 'Liando', 'Landós', 'Lanío', 'Laño', 'Lindó', 'Loando', 'Lanco', 'Nando', 'Rando', 'Sando', 'Vando', 'Candó', 'Laido', 'Land', 'Lands', 'Lardó', 'Laudó', 'Lañado', 'Lañó', 'Pando', 'Land o'], 'offsetInContext': 33, 'context': 'Esta vez han podido con el pobre Lando. Estoy acabado', 'offset': 33, 'errorLength': 5, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Esta vez han podido con el pobre Lando.'})]",1,Esta vez han podido con el pobre Landó. Estoy acabado,"['Esta', 'vez', 'han', 'podido', 'con', 'el', 'pobre', 'Landó', '.', 'Estoy', 'acabado']","['este', 'vez', 'haber', 'poder', 'con', 'el', 'pobre', 'Landó', '.', 'estar', 'acabado']","['DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'DET', 'ADJ', 'PROPN', 'PUNCT', 'AUX', 'ADJ']","['Esta vez han podido con el pobre Landó.', 'Estoy acabado']","['Landó', 'Estoy']",11,11,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,2,1,0,0,0,haber poder estar,,,
stan,Abuelo?,0,"[Match({'ruleId': 'ES_QUESTION_MARK', 'message': 'Símbolo desparejado: Parece que falta un ‘¿’', 'replacements': ['¿Abuelo'], 'offsetInContext': 0, 'context': 'Abuelo?', 'offset': 0, 'errorLength': 6, 'category': 'TYPOGRAPHY', 'ruleIssueType': 'typographical', 'sentence': 'Abuelo?'})]",1,¿Abuelo?,"['¿', 'Abuelo', '?']","['¿', 'Abuelo', '?']","['PUNCT', 'PROPN', 'PUNCT']",['¿Abuelo?'],['Abuelo'],3,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,
pam,¡Eh! ¿Es mucho pedir durante la maldíta jordana laboral dos sesiones de ochenta minutos sin interrupciones para cagar?,0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['maldita', 'malditas', 'maldiga', 'maldirá', 'maldito', 'maldiva'], 'offsetInContext': 32, 'context': '¡Eh! ¿Es mucho pedir durante la maldíta jordana laboral dos sesiones de ochenta...', 'offset': 32, 'errorLength': 7, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': '¿Es mucho pedir durante la maldíta jordana laboral dos sesiones de ochenta minutos sin interrupciones para cagar?'})]",1,¡Eh! ¿Es mucho pedir durante la maldita jordana laboral dos sesiones de ochenta minutos sin interrupciones para cagar?,"['¡', 'Eh', '!', '¿', 'Es', 'mucho', 'pedir', 'durante', 'la', 'maldita', 'jordana', 'laboral', 'dos', 'sesiones', 'de', 'ochenta', 'minutos', 'sin', 'interrupciones', 'para', 'cagar', '?']","['¡', 'Eh', '!', '¿', 'ser', 'mucho', 'pedir', 'durante', 'el', 'maldito', 'jordano', 'laboral', 'dos', 'sesión', 'de', 'ochenta', 'minuto', 'sin', 'interrupción', 'para', 'cagar', '?']","['PUNCT', 'INTJ', 'PUNCT', 'PUNCT', 'AUX', 'ADV', 'VERB', 'ADP', 'DET', 'ADJ', 'ADJ', 'ADJ', 'NUM', 'NOUN', 'ADP', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'VERB', 'PUNCT']",['¡Eh! ¿Es mucho pedir durante la maldita jordana laboral dos sesiones de ochenta minutos sin interrupciones para cagar?'],['Eh! ¿'],22,22,15,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0,2,0,1,1,0,2,0,1,mucho pedir maldito,,,
empresario,"Oye, niño, si tienes un problema con el sistema, estás en un lugar equivocado. Aquí solo fundimos lo que nos envían de los lugares de compra de oro",0,[],0,"Oye, niño, si tienes un problema con el sistema, estás en un lugar equivocado. Aquí solo fundimos lo que nos envían de los lugares de compra de oro","['Oye', ',', 'niño', ',', 'si', 'tienes', 'un', 'problema', 'con', 'el', 'sistema', ',', 'estás', 'en', 'un', 'lugar', 'equivocado', '.', 'Aquí', 'solo', 'fundimos', 'lo', 'que', 'nos', 'envían', 'de', 'los', 'lugares', 'de', 'compra', 'de', 'oro']","['oír', ',', 'niño', ',', 'si', 'tener', 'uno', 'problema', 'con', 'el', 'sistema', ',', 'estar', 'en', 'uno', 'lugar', 'equivocado', '.', 'aquí', 'solo', 'fundimos', 'él', 'que', 'yo', 'enviar', 'de', 'el', 'lugar', 'de', 'compra', 'de', 'oro']","['VERB', 'PUNCT', 'NOUN', 'PUNCT', 'SCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'ADV', 'ADV', 'VERB', 'PRON', 'PRON', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN']","['Oye, niño, si tienes un problema con el sistema, estás en un lugar equivocado.', 'Aquí solo fundimos lo que nos envían de los lugares de compra de oro']",['Aquí solo fundimos lo que nos envían de los lugares de compra de oro'],32,27,18,2,1,3,0,0,0,0,0,0,0,0,0,0,0,7,1,3,5,0,2,4,0,0,0,0,tener estar lugar lugar,,,
conway,"No, es.. blindado",0,"[Match({'ruleId': 'DOUBLE_PUNCTUATION', 'message': 'Dos puntos consecutivos', 'replacements': ['.', '…'], 'offsetInContext': 6, 'context': 'No, es.. blindado', 'offset': 6, 'errorLength': 2, 'category': 'PUNCTUATION', 'ruleIssueType': 'typographical', 'sentence': 'No, es..'}), Match({'ruleId': 'UPPERCASE_SENTENCE_START', 'message': 'Esta frase no empieza con mayúscula.', 'replacements': ['Blindado'], 'offsetInContext': 9, 'context': 'No, es.. blindado', 'offset': 9, 'errorLength': 8, 'category': 'CASING', 'ruleIssueType': 'typographical', 'sentence': 'blindado'})]",2,"No, es. Blindado","['No', ',', 'es', '.', 'Blindado']","['no', ',', 'ser', '.', 'blindado']","['ADV', 'PUNCT', 'AUX', 'PUNCT', 'ADJ']","['No, es.', 'Blindado']",['Blindado'],5,5,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,
archer,Ya si estuviera,0,[],0,Ya si estuviera,"['Ya', 'si', 'estuviera']","['ya', 'si', 'estar']","['ADV', 'SCONJ', 'AUX']",['Ya si estuviera'],[],3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,estar,,,
archer,Vale,0,[],0,Vale,['Vale'],['Vale'],['PROPN'],['Vale'],[],1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,
archer,Y sigo sin ver por qué tengo yo que cargar del pibe,0,[],0,Y sigo sin ver por qué tengo yo que cargar del pibe,"['Y', 'sigo', 'sin', 'ver', 'por', 'qué', 'tengo', 'yo', 'que', 'cargar', 'del', 'pibe']","['y', 'seguir', 'sin', 'ver', 'por', 'qué', 'tener', 'yo', 'que', 'cargar', 'del', 'pibe']","['CCONJ', 'VERB', 'ADP', 'VERB', 'ADP', 'PRON', 'VERB', 'PRON', 'SCONJ', 'VERB', 'ADP', 'NOUN']",['Y sigo sin ver por qué tengo yo que cargar del pibe'],[],12,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,1,0,0,0,0,0,0,seguir tener,,,
stan,"Lo sé, habría deseado que me hubiera regalado el dinero en vez de esta corbata",0,[],0,"Lo sé, habría deseado que me hubiera regalado el dinero en vez de esta corbata","['Lo', 'sé', ',', 'habría', 'deseado', 'que', 'me', 'hubiera', 'regalado', 'el', 'dinero', 'en', 'vez', 'de', 'esta', 'corbata']","['él', 'saber', ',', 'haber', 'desear', 'que', 'yo', 'haber', 'regalar', 'el', 'dinero', 'en', 'vez', 'de', 'este', 'corbata']","['PRON', 'VERB', 'PUNCT', 'AUX', 'VERB', 'SCONJ', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN']","['Lo sé, habría deseado que me hubiera regalado el dinero en vez de esta corbata']",[],16,16,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,0,2,0,0,0,0,"saber, haber haber corbata",,,
conway,"Pues, sácale los ojos, ¿vale?",0,[],0,"Pues, sácale los ojos, ¿vale?","['Pues', ',', 'sácale', 'los', 'ojos', ',', '¿', 'vale', '?']","['pues', ',', 'saca él', 'el', 'ojo', ',', '¿', 'valer', '?']","['SCONJ', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PUNCT', 'VERB', 'PUNCT']","['Pues, sácale los ojos, ¿vale?']",[],9,8,8,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,"pues,",,,
archer,"Ojalá siguiera entre nosotros. Podría haber parado algunas balas. Por Dios! En fin, van ocho incluida la que está en mi hombro, así que",0,"[Match({'ruleId': 'ES_QUESTION_MARK', 'message': 'Símbolo desparejado: Parece que falta un ‘¡’', 'replacements': ['¡Por'], 'offsetInContext': 43, 'context': '...ros. Podría haber parado algunas balas. Por Dios! En fin, van ocho incluida la que ...', 'offset': 66, 'errorLength': 3, 'category': 'TYPOGRAPHY', 'ruleIssueType': 'typographical', 'sentence': 'Por Dios!'}), Match({'ruleId': 'AGREEMENT_NUMERAL_PLURAL', 'message': 'Posible error de concordancia. Revise la puntuación.', 'replacements': ['incluidas'], 'offsetInContext': 43, 'context': '...gunas balas. Por Dios! En fin, van ocho incluida la que está en mi hombro, así que', 'offset': 93, 'errorLength': 8, 'category': 'AGREEMENT_NOUNS', 'ruleIssueType': 'inconsistency', 'sentence': 'En fin, van ocho incluida la que está en mi hombro, así que'})]",2,"Ojalá siguiera entre nosotros. Podría haber parado algunas balas. ¡Por Dios! En fin, van ocho incluidas la que está en mi hombro, así que","['Ojalá', 'siguiera', 'entre', 'nosotros', '.', 'Podría', 'haber', 'parado', 'algunas', 'balas', '.', '¡', 'Por', 'Dios', '!', 'En', 'fin', ',', 'van', 'ocho', 'incluidas', 'la', 'que', 'está', 'en', 'mi', 'hombro', ',', 'así', 'que']","['ojal', 'seguir', 'entre', 'yo', '.', 'poder', 'haber', 'parar', 'alguno', 'bala', '.', '¡', 'Por', 'Dios', '!', 'en', 'fin', ',', 'ir', 'ocho', 'incluido', 'el', 'que', 'estar', 'en', 'mi', 'hombro', ',', 'así', 'que']","['AUX', 'VERB', 'ADP', 'PRON', 'PUNCT', 'AUX', 'AUX', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PUNCT', 'ADP', 'PROPN', 'PUNCT', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'NUM', 'ADJ', 'DET', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADV', 'SCONJ']","['Ojalá siguiera entre nosotros.', 'Podría haber parado algunas balas.', '¡Por Dios!', 'En fin, van ocho incluidas la que está en mi hombro, así que']",['Por Dios!'],30,27,16,4,1,2,0,1,0,0,0,0,0,0,0,0,0,3,1,2,4,0,1,3,1,1,0,0,seguir poder haber alguno estar,,,
cartman,Eso es porque es muy gruño y negativo para creerlo. Necesita una bebida deportiva que eleve sus niveles de humanidad y bondad,0,[],0,Eso es porque es muy gruño y negativo para creerlo. Necesita una bebida deportiva que eleve sus niveles de humanidad y bondad,"['Eso', 'es', 'porque', 'es', 'muy', 'gruño', 'y', 'negativo', 'para', 'creerlo', '.', 'Necesita', 'una', 'bebida', 'deportiva', 'que', 'eleve', 'sus', 'niveles', 'de', 'humanidad', 'y', 'bondad']","['ese', 'ser', 'porque', 'ser', 'mucho', 'gruño', 'y', 'negativo', 'para', 'creer él', '.', 'necesitar', 'uno', 'bebida', 'deportivo', 'que', 'elevar', 'su', 'nivel', 'de', 'humanidad', 'y', 'bondad']","['PRON', 'AUX', 'SCONJ', 'AUX', 'ADV', 'VERB', 'CCONJ', 'ADJ', 'ADP', 'VERB', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADJ', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN']","['Eso es porque es muy gruño y negativo para creerlo.', 'Necesita una bebida deportiva que eleve sus niveles de humanidad y bondad']",[],23,21,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,4,2,1,2,0,0,0,0,porque mucho creer necesitar,,,
archer,"Cago en la leche. Ray, pistola!",0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Hay', 'Rey', 'Fray', 'Rayo', 'RAM', 'Rally', 'Raya', 'RAE', 'Ras', 'Ay', 'Lay', 'Ralla', 'Rayó', 'Rallo', 'Raye', 'Rayé', 'Aray', 'Irai', 'Kai', 'Ra', 'Rafi', 'Rais', 'Rami', 'Roi', 'Roy', 'Rui', 'Gay', 'Gray', 'Jai', 'Rad', 'Rae', 'Raid', 'Rali', 'Ralle', 'Rallá', 'Rallé', 'Ralló', 'Rao', 'Rap', 'Raw', 'Rayá', 'Raé', 'Raí', 'Tai', 'Ra y'], 'offsetInContext': 18, 'context': 'Cago en la leche. Ray, pistola!', 'offset': 18, 'errorLength': 3, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Ray, pistola!'})]",1,"Cago en la leche. Hay, pistola!","['Cago', 'en', 'la', 'leche', '.', 'Hay', ',', 'pistola', '!']","['Cago', 'en', 'el', 'leche', '.', 'haber', ',', 'pistola', '!']","['PROPN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'AUX', 'PUNCT', 'NOUN', 'PUNCT']","['Cago', 'en la leche.', 'Hay, pistola!']",['Cago'],9,9,7,3,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,,,,
lana,"Bueno, Conway, ganas este salto",0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Cuenta', 'Contar', 'Cuenca', 'Cuentan', 'Cuencas', 'Cuentas', 'Convoy', 'Condal', 'Bonsái', 'Conga', 'Congas', 'Coñac', 'Coña', 'Contad', 'Contáis', 'Cona', 'Conchi', 'Coni', 'Conkal', 'Consi', 'Cunday', 'Jonay', 'Monday', 'Conca', 'Concas', 'Congal', 'Contal', 'Contá', 'Contás', 'Coñas', 'Coñea', 'Coñead', 'Coñean', 'Coñear', 'Coñeas', 'Coñeá', 'Coñeáis', 'Coñeás', 'Coñá', 'Coñás', 'Cuenda', 'Cuendas'], 'offsetInContext': 7, 'context': 'Bueno, Conway, ganas este salto', 'offset': 7, 'errorLength': 6, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Bueno, Conway, ganas este salto'})]",1,"Bueno, Cuenta, ganas este salto","['Bueno', ',', 'Cuenta', ',', 'ganas', 'este', 'salto']","['bueno', ',', 'contar', ',', 'gana', 'este', 'salto']","['INTJ', 'PUNCT', 'VERB', 'PUNCT', 'NOUN', 'DET', 'NOUN']","['Bueno, Cuenta, ganas este salto']",[],7,6,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,"bueno,",,,
pam,Yo soy notaria,0,[],0,Yo soy notaria,"['Yo', 'soy', 'notaria']","['yo', 'ser', 'notario']","['PRON', 'AUX', 'ADJ']",['Yo soy notaria'],[],3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,
slater,Por qué...? Da igual,0,"[Match({'ruleId': 'ES_QUESTION_MARK', 'message': 'Símbolo desparejado: Parece que falta un ‘¿’', 'replacements': ['¿Por'], 'offsetInContext': 0, 'context': 'Por qué...? Da igual', 'offset': 0, 'errorLength': 3, 'category': 'TYPOGRAPHY', 'ruleIssueType': 'typographical', 'sentence': 'Por qué...?'})]",1,¿Por qué...? Da igual,"['¿', 'Por', 'qué', '...', '?', 'Da', 'igual']","['¿', 'Por', 'qué', '...', '?', 'dar', 'igual']","['PUNCT', 'ADP', 'PRON', 'PUNCT', 'PUNCT', 'VERB', 'ADV']","['¿Por qué...?', 'Da igual']",['¿Por qué...?'],7,7,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,,,,
